sample_id,sample_dir,exists,has_sequences,shape_sequences,dtype_sequences,has_dssp_labels,shape_dssp_labels,dtype_dssp_labels,has_dynamic_features,shape_dynamic_features,dtype_dynamic_features,has_contact_maps,shape_contact_maps,dtype_contact_maps,has_contact_features,shape_contact_features,dtype_contact_features,has_residue_features,shape_residue_features,dtype_residue_features,has_seq_masks,shape_seq_masks,dtype_seq_masks,has_y_masks,shape_y_masks,dtype_y_masks,has_sequence_times_ps,length,ready,sample_id_int,split
162,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/162,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,162,train
163,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/163,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,163,train
164,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/164,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,164,train
165,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/165,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,165,train
166,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/166,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,166,train
167,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/167,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,167,train
168,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/168,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,168,train
169,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/169,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,169,test
170,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/170,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,170,train
171,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/171,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,171,train
172,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/172,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,172,train
173,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/173,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,173,train
174,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/174,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,174,train
175,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/175,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,175,train
176,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/176,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,176,train
177,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/177,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,177,train
178,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/178,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,178,train
179,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/179,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,179,train
180,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/180,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,180,test
181,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/181,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,181,train
182,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/182,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,182,train
183,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/183,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,183,train
184,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/184,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,184,train
185,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/185,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,185,train
186,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/186,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,186,train
187,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/187,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,187,train
188,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/188,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,188,train
189,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/189,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,189,train
190,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/190,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,190,train
191,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/191,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,191,train
192,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/192,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,192,train
193,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/193,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,193,train
194,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/194,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,194,test
195,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/195,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,195,train
196,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/196,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,196,train
197,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/197,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,197,train
198,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/198,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,198,train
199,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/199,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,199,test
200,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/200,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,200,test
201,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/201,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,201,train
202,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/202,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,202,train
203,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/203,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,203,train
204,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/204,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,204,train
205,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/205,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,205,test
206,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/206,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,206,train
207,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/207,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,207,train
208,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/208,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,208,test
209,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/209,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,209,train
210,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/210,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,210,test
211,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/211,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,211,train
212,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/212,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,212,train
213,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/213,True,True,35001.0,float32,True,7001x46,int64,True,7001x11,float32,True,7001x46x46,float32,True,7001x6,float32,True,46x55,float32,True,35001.0,int64,True,7001x46,int64,False,36.0,True,213,train
214,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/214,True,True,40001.0,float32,True,8001x46,int64,True,8001x11,float32,True,8001x46x46,float32,True,8001x6,float32,True,46x55,float32,True,40001.0,int64,True,8001x46,int64,False,46.0,True,214,train
215,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/215,True,True,40001.0,float32,True,8001x46,int64,True,8001x11,float32,True,8001x46x46,float32,True,8001x6,float32,True,46x55,float32,True,40001.0,int64,True,8001x46,int64,False,46.0,True,215,train
216,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/216,True,True,43001.0,float32,True,8601x46,int64,True,8601x11,float32,True,8601x46x46,float32,True,8601x6,float32,True,46x55,float32,True,43001.0,int64,True,8601x46,int64,False,46.0,True,216,train
217,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/217,True,True,43001.0,float32,True,8601x46,int64,True,8601x11,float32,True,8601x46x46,float32,True,8601x6,float32,True,46x55,float32,True,43001.0,int64,True,8601x46,int64,False,46.0,True,217,test
218,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/218,True,True,45001.0,float32,True,9000x46,int64,True,9000x11,float32,True,9000x46x46,float32,True,9000x6,float32,True,46x55,float32,True,45001.0,int64,True,9000x46,int64,False,46.0,True,218,test
219,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/219,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,219,train
220,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/220,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,220,train
221,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/221,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,221,test
222,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/222,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,222,train
223,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/223,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,223,train
224,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/224,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,224,train
225,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/225,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,225,train
226,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/226,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,226,train
227,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/227,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,227,train
228,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/228,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,228,train
229,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/229,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,229,train
230,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/230,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,230,test
231,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/231,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,231,train
232,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/232,True,True,42501.0,float32,True,7979x46,int64,True,7979x11,float32,True,7979x46x46,float32,True,7979x6,float32,True,46x55,float32,True,42501.0,int64,True,7979x46,int64,False,46.0,True,232,train
233,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/233,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,233,train
234,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/234,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,234,train
235,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/235,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,235,train
236,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/236,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,236,train
237,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/237,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,237,train
238,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/238,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,238,train
239,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/239,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,239,test
240,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/240,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,240,train
241,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/241,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,241,train
242,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/242,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,242,train
243,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/243,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,243,train
